text,label_words,label,predicted_labels
ㄴㄴ 오우....예지력 상승이래... 완전 아줌마 냄새... 그거 한 10년전에 쓰던 말인데...,Age,[9],['1']
이슬람이 곧 악마랑께.,"Racism, Religion","[5, 6]",['1']
우리 틀니충들도 건강틀니딱딱당 만들어라이기야,Age,[9],['1']
으 여기서 발작하는 남자들 나이대봐...할아버지들,Age,[9],['1']
태극기 집회때 호남 아줌마들 몇몇 봄.그분들은 더 열혈적이셨음.,Origin,[7],['1']
반중 사상 강화해서 조선족과 오짱들은 모조리 척결해야한다,Racism,[5],['1']
보다 자세한 자료 흑형들 호감도가 장난아니다.,Racism,[5],['1']
보테크 중인거 아니었냐?,SEXUAL,[11],['1']
그곳은 '슨상'님이 주님아니었당가?나는 여지까지 그곳사람들은 '슨상'교 신자인줄 알았당께,Origin,[7],['1']
왜 꼭 보면 멀쩡하고 이성적이고 예쁜 여자를 못생기고 꽉막힌 여자들이 공격하드라? 진실이고 나발이고 뭐고 필요없이 몰려다니면서 후리드라? 왜그냐? 질투심 뭐 이런건가? 여자연예인도 까는거 보면 다 얘들임..이게 우연의일치야?,Appearance,[3],"['1', '9']"
니 부모는 이미 죽고 없잖아 고아 주제에,CENSURE,[1],['1']
무슬림은 10대여자만 망명 받자,"Racism, Religion","[5, 6]",['1']
개년아 대학을 안가겠냐,Education,[1],['1']
술쳐먹었으면 디비자던지 어데서 똥글싸노. 느그 애비가 니한테 물려줄 자산으로 처녀따먹는거 구경이나 해라 병신아. 느그애미는 칠처고.,profanity,[2],['1']
키는 작은데 눈이랑코가 존나 뚜렷함 ㅅㅂ 부럽노,profanity,[2],['1']
너도원순좋아게네너도똑같으쓰레기종자니까,profanity,[2],['1']
자기 뇌가 병든 걸 알고 스스로 정신과에 진료를 보러 가는 것들은 가망이 있는데 숨기고 사는 미치광이들은 언제 터질지 모르는 폭탄임,CENSURE,[1],"['1', '9']"
회사 오래 다녔다고  텃새부리네,IMMORAL_NONE,[0],['1']
카이스트다니신다면서 문과계열로 가셨어도 충분하셨을것 같아요.,IMMORAL_NONE,[0],['1']
원래 송장새끼들이 잠이 없음저승에 한발 걸친 존재들이니까,Age,[9],['1']
"우리나라 문슬람도 초법적인데. 우리덜끼리는 다 괜찮아, 우리 이니가 원하는거라면 다 괜찮아",Religion,[6],['1']
#@# 자랑하다가 3천 명 넘으니 위드코로나라네. ㅋㅋㅋ,CENSURE,[1],['1']
미쳤다고 지잡대 나온 못생긴 여자랑 결혼하겠냐,Education,[1],['1']
레즈=남성혐오주의자,Gender,[8],['1']
여자들은 꼭 지들끼리 뭣도 안되면서 올려치기 하더라,CENSURE,[1],['1']
지방촌새끼들은 지들이 하는 사투리가 주는 좆같음을 모르나봄 절라도나 경상도 사투리 안쓰면 되지 서울에선 거의 못들어서 다행 백정들같다,Origin,[7],['1']
"라도도 문제지만, 개쌍도도 문제~!",Origin,[7],['1']
이과 왜 아직도 에릭남 복제 못함?,IMMORAL_NONE,[0],['1']
한번도 동성애에 대해서 심각하게 생각지 않았는데...막말로 내 아이가 커서 군대를 갔는데.상사가 동성애자이면...!!그래서 내 아이를 찍었다고 생각하면...너무 끔찍하다,Gender,[8],['1']
저렇게 할거면 나도 하지,CENSURE,[1],['1']
컴퓨터 전공하고 배우하는 사람도 많고 꼭 연기과 나와야 된다고 생각하지 않음.,IMMORAL_NONE,[0],['1']
항문성교가 먼 자랑이라고 광장에 나와서 하겠다고 참...이게 다 박원순시장이 광장사용승인해줬기 때문이야 신천지도 게이들도 다 ~~~에잇!!! 특권중의 특권자들 !!!!,Gender,[8],['1']
좆슬람이랑 여성인권 똑같다익이 후팔,"Racism, Religion","[5, 6]",['1']
사막잡신따위나 믿으니까 수준이 저정도노 ㅉㅉ 느그예수 전세계에서 돌리빵당하고 있다이기야,Religion,[6],['1']
"""동성애는 정말 나쁜것이며 너무나 비정상적인 것이네요 도저히 받아들일 수 없네요""",Disabled,[4],['1']
뭐래 맛알못아 니 미각이야 말로 애자아니냐,Disabled,[4],['1']
씨발 병신들이 지들이 혐오감을 주지 않으면 모를까대놓고 똥꾸멍 벌리면서 싸돌아다니는데그게 성소수자라서 혐오라고??,Gender,[8],"['1', '9']"
별지랄을 다하고있네 ㅂㅅ새끼 ㅋㅋㅋ지금부터는 투표독려 이외의 모든 말은 다 선동이다이~ ^^*이새끼도 당연히 선동이고,profanity,[2],['1']
왜케 피해의식이 많냐 전라도 좋아하려고해도 저런거땜에 정떨어지네,Origin,[7],['1']
비는 얼굴도 못생긴게 하는 짓도 추집네 ㅋㅋㅋ,Appearance,[3],['1']
지방대 졸업 작품?,Education,[1],['1']
항문성교하다귀두에콩나물걸려나오는거아니냐,Gender,[8],['1']
일단 예수 믿는것들은 믿고 걸러라,Religion,[6],['1']
정말 중국은 미래가 없다,CENSURE,[1],['1']
"채식만으로도 충분한 영양섭취가 가능하군요. 저는 좀 힘들 것 같지만, 개취존중합니다.",IMMORAL_NONE,[0],['1']
내 남친은 살아있는 날 것들을 아예 안먹어.... 나랑먹어줄사람 어디잇나? 회 육사시미 육회 굴 얼마나 맛있는데 왜 안먹는거지,IMMORAL_NONE,[0],['1']
요즘 그 사람이 잘 핥아줘서 흥분상태야,SEXUAL,[11],['1']
전에 여수 갔을때 간장게장 먹어보고 완전 빠져가지곸ㅋㅋ 홈쇼핑에서 엄청 주문해서 먹엇어,IMMORAL_NONE,[0],['1']
섹s잘하고 딸딸2 잘침,SEXUAL,[11],['1']
내가 아는 사람이 너 하나쯤은 반토막낼수 있어! 이자식아,VIOLENCE,[10],"['1', '9']"
문화적차이는 이 씨발놈들이.문화적 차이 수용은 니들이나해 씨발놈들아이슬람가서 전도짓 하는것도 씨발 문화적차이로 이해하라고 말할 병신같은 외노자새끼들,"Racism, Religion","[5, 6]","['5', '6']"
동성애 하는걸로 뭐라 하는건 아닌데. 그냥 조용히 너희끼리 연애 하면 안되냐?  동성애가 뭔 자랑이라고 축제를 열어. 조용히 너희끼리 하면 되지. 개민폐 덩어리들,Gender,[8],['8']
씨발 전라도,Origin,[7],['7']
제발 니덜 나라로 좀 꺼져달랑께,Racism,[5],['5']
제발 쟤네들 아새끼들 전부 지잡대갔음 좋겠다이기,Education,[1],['1']
실제로도 비슷한거 본적있어서 개극혐 맘충 씹년들 캬약퉤 노맘충존 요구됨,Appearance,[3],['1']
공부도 하면서 신입생도 따먹어야지~,SEXUAL,[11],['1']
아 오늘 회사에서 다 대학교 이야기하는데 동기는 대학을 안 가서 대화에 참여 못하더라고. 미안했어.,IMMORAL_NONE,[0],"['0', '1']"
학생들의 세종대왕 돼뿌노ㅋㅋㅋ 급식충들의 전설의 성군 탄생이노 ㄷㄷㄷ,Age,[9],['9']
급식새끼들 욕은 예전부터 있었는데 그 욕먹던 애들이 지금 급식 욕하고 꺼드럭대노,Age,[9],['9']
너 이거 안하면 맞을줄알아,VIOLENCE,[10],['1']
지방대 졸업 작품?,Education,[1],['1']
전라도깽깽이랑존똑같음. 전 라 도 욕 할 게 못 됨 ㅇㅈ,Origin,[7],['1']
라면을 먹을때는 역시 김치와 함께 먹어야 맛있다.,IMMORAL_NONE,[0],['0']
쌍수 아무는 단계인가 봄. 하기야 40 넘으면 자연산 있어도 한 번씩 올려주더라.쌩얼인데도 이쁘네 고소영.,Appearance,[3],['7']
로리 끼가 있는 것 같아,SEXUAL,[11],['1']
태국에서 트젠이랑 한적있다.아니... 당했다.,Gender,[8],['8']
호남에 기득권이 많은가 봅니다. 호남기득권과 ‘또다른 호남기득권’이 뭔가요?,Origin,[7],['7']
칼둥이들 마빡 보면 겁나 신기해,CENSURE,[1],['5']
문제인 명품의자 사더만 문슬람들 풀발기하고 따라사네,Religion,[6],['0']
머모님 윾재석 눈치보게 하실때부터 알아봤다이기... 봊멋. 나련 초등학교 시절 이효리 나오는 프로그램 많이 봤었는데 그거 덕분에 유충들 잘 팼던듯ㅋㅋㅋㅋㅌㅋ 컴백 언제하시노 광고ㅓㅇ,Age,[9],['9']
이미 한참전에 tv조선에서 인터뷰하며 실명하고 현씨 얼굴까지 다 공개했는데 황씨가 첫 공개한것처럼 얘기하는 무 뇌충 들은 뭔가? 인생은 실전이다.,Appearance,[3],"['3', '5']"
조선족이 사는 간도지방은 고려시대로 치면 거란 여진족 지역임왜 조선족이라는 명칭이 붙었는지 이해가 안됨,Racism,[5],"['5', '7']"
나이 60에 턱걸이 10개 이상이면 ㅆㅅㅌㅊ네,Age,[9],['9']
90~94년생 얘기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이 세대에 좌빨.종북.일뽕.메갈년.워마드년이 제일 많음,Age,[9],['9']
아니 도대체 저딴놈들을 왜 못잡음?,profanity,[2],['1']
저년오면 필리핀새끼들이 한국인 살인한거에대해 어떻게 생각하냐고 질문해봐라,Racism,[5],['5']
너 나이 좀 어린가봐 아직 몰라서 그런가.. 나중에 경험하게 되면 다 알게 됨 ㅇㅇ,IMMORAL_NONE,[0],['9']
세금이나 내고 헛소리해라. 돈먹사들.,Religion,[6],['1']
개신교 가 말하는 교리는 도대체 가 무었이냐 예수팔이 사업뿐이냐 아님 성경말씀 사랑이냐,Religion,[6],['6']
판단력도 흐리고 남탓오지고 아주 틀딱이네.,Age,[9],['9']
우리 아들이 땅콩 알러지가 있어서 밖에서 먹을 때마다 땅콩 있나 맨날 확인하자너,IMMORAL_NONE,[0],['0']
핑꾸핑꾸한게 먹음직스럽잖아,SEXUAL,[11],['5']
맘충들 동태탕 한사바리 먹여라 좆족맘충 대거포진일거야,Racism,[5],['0']
등인지 가슴인지 모르겠다 ㅋㅋㅋ,CENSURE,[1],"['1', '8']"
나은?인가 쟤는 진짜 이쁜데 건후 쟤는 솔직히 진짜 못생김,Appearance,[3],['3']
빡촌 에이스마냥 옷 입어놓고 순수한척 하는거 진짜 정신병인듯,Disabled,[4],['0']
아픔 씻어주는 축제 좋아하네 더러운 쓰레기장이다 동성애자들은 저주받은 사단의 도구일뿐이다 세상에 태어나지 않는게 조핬을걸 살가치가없는것들,Gender,[8],['8']
"윤깨틀딱들아 난 보수는 아니지만 이번선거 홍준표 지지한다 혹여나 윤도리가 최종경선후보되면 찢재명 찍을련다 여야 틀딱어르신들 제발 유투브좀 그만보고 학연,지연,혈연,소속정당 이런거 빼고 후보의 공략도 좀보고 도덕성, 캠프주변인물 종합적으로 보고 판단좀하세요",Age,[9],['9']
물적증거 없으면 저러다 좆된다. 재판지고 명예췌손으로 거지될 각.,profanity,[2],"['1', '9']"
유럽은 개슬람한테 이미 점령 당했지.......,"Racism, Religion","[5, 6]","['5', '6']"
당신이 동성애를 혐오하지 않는다면 당신의 항문을 내주세요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,Gender,[8],['8']
전라도 사람들이 음식을 맛있게 잘한다.,IMMORAL_NONE,[0],['7']
열폭 오지네 꼰대들;;,Age,[9],['9']
"안타까운 일이지만 이 세상이 엉망이다 트렌스젠터, 동성애등으로",Gender,[8],['8']
똑바로 걸어다니지도 못하게 반 병신되게 만들 수도 있어,VIOLENCE,[10],"['1', '5']"
와 진짜 빨딱 설 것 같은데,SEXUAL,[11],"['1', '9']"
진짜 다문화라는 단어 볼수록 역겹다인종적 생김새야 뭐 어쩔수 없겠지만 걔내들을 문화적으로 한국화 시켜야지,Racism,[5],['5']
별일도 아닌데 너가 갑자기 화내는꼬라지 보니까 분노조절장애 환자더라 병원에나 가봐라,Disabled,[4],['0']
전라도는 저것도 지역관례라 합법임,Origin,[7],['7']
초등생 가슴이 지금 저 정도면 어른되면 볼 만 하겠어,SEXUAL,[11],"['1', '9']"
개만도못한 전라도 시바,Origin,[7],['7']
성소수자 뭐..왜? 자기들 쾌락을 위해서 넘의건강 따위 걱정안하고 노는 사람들 동선공개가 인권침해면.. 진짜...뭐 어쩌란거야..,Gender,[8],['8']
아내가 택시로 군면제다!!!!시발,profanity,[2],"['1', '5']"
혐오조장이 후장충파티 목적이면 똥꼬충들 전부 M이노,Gender,[8],['8']
이제 유대인이 아니라 이슬람교가 다시 주적이다,"Racism, Religion","[5, 6]","['5', '6']"
주방장 혹시 미각장애아님? 이건 짜고 이건 달고 아 요리 지 엄마충한테 배움? 그런데 이 가격은 쫌 심각한다,Disabled,[4],['4']
"""김치년들 정신병 또 시작했네""",Disabled,[4],['0']
내 호적메이트새끼 사촌새끼 삼촌새끼 다 저렇게 지 엄마 젖 만지고 잠들더라 이기야 좆같은새끼들 뒤져버리길,profanity,[2],['0']
우리 이모는 지방쪽으로 이사가고 나서 오히려 건강이 더 좋아지셨대.,IMMORAL_NONE,[0],['1']
상도놈들 ㅎㅎ왕건명언 ㅡ 차령이남 남부지방놈들 정치시키지 마라 좆된다상도라도 정치금지,Origin,[7],"['5', '7']"
심심해서??? ㅈㄹ하고 자빠졌다저렇게 툭 던진뒤 여자반응좋으면ㄲㄸ 치려다가 ㅈ된거지. 어플 하루이틀돌리냐 ㅋㅋ쌤통이다 ㅆㅅ야 ㅋㅋ,profanity,[2],['9']
급식충 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,Age,[9],['9']
응 좆까 개슬람 ㅋㅋㅋㅋㅋ 미국 일본 같은 최선진국에도 할랄식당 기도실 찾기 어려움 한국 쳐오지말고 개슬람이 만만한 유럽이나 쳐가라^^,"Racism, Religion","[5, 6]","['5', '6']"
성소수자라 주장하면 장땡 아니냐 ㅋㅋㅋ개꿀,Gender,[8],['8']
아 얘는 공부도 못하더니 게임도 못하네.,CENSURE,[1],['1']
남자가 못생겨도 돈이 잇어야 해,Appearance,[3],['3']
교회가 문제야!! 하나님의 벌이닷 받아랏!!!!! 사이비를 처내는구나,Religion,[6],['6']
북한 선수새끼들 쌔게 나가면 그냥 뺨 후렸으면 좋겠다한국 선수들이 북한 같은 민족이라고 그지새끼들 너무 봐주는 경향이 있음,Racism,[5],['5']
무슬림들+조선족들 포함한 중국인들..........,Racism,[5],['5']
그렇지.전라도 좆같다고 하지만전라도라는 지역이 잘못한게 뭐 있냐?전라도 사는 인간 종자들이 잘못이지.,Origin,[7],['7']
교인들돈삥뜯어 새끼들 까지 끼고 관광 이나 기돌아다니면서 전염병이나 옮기고 참으로 엿같은 개독 먹사시키들 먹사들유흥비나 대주는 한심한 교인들,Religion,[6],['6']
독립하고 혼자 살지만 혼자 자지는 않겠지 ㅋ,SEXUAL,[11],['1']
틀딱들 틀트뷰만 쳐보고틀딱들하고만 상대하면서점점더 망상이 심해지고 있음,Age,[9],['9']
전라도가 진짜 나라를 망치고있네.. 홍어들..반성해라.. 진짜,Origin,[7],['7']
와꾸만봐도 좆슬람 좆들은 그나마 아들감수준이라도됌 한남좆 와꾸는 좆팔,"Racism, Religion","[5, 6]",['3']
가톨릭은 저 씨발 급진좌빨 정으구현사제단 때문에 망할듯 ㅋㅋㅋ의경 때 강정마을 지원 갓다가 사제 수녀들 꼴값 떠는 거 보고 냉담한지 십년 됨 ㅋ,Religion,[6],['6']
왜놈들 기생까지 신경쓰는 그대는 진정 토착왜구,Racism,[5],['5']
후천적 장애가 더 많음,IMMORAL_NONE,[0],['0']
출산율 저하의 근본적인 집값 교육비 직장급여등은 생각안하고 바보같은생각으로 외노자로 메꿀려고 하는정책 쓰는인간들은 싹다 쳐죽여야함 지아들 딸 손자 친척은 저런일당할 일 없으니 저따위로 하는거임 지들만의 캐슬을 짓는거지 진짜 봉기한번 일어나야함,Racism,[5],"['1', '5']"
장애인이 아니라 애초에 남자를 전제해서 입대해서 여자로 성별 바꿨으니 전역시킨거지.. 성별 바꿨으면 여군으로 다시 지원하면 될 일이고. 그게 성차별이냐? 애초에 차별이란 건 여고 여대처럼 특수 성별만 받아주는 게 차별인거지 ㅋㅋㅋ 차별의 개념을 모르나..,Gender,[8],['8']
중국여자중에 성추행이나 터치같은거 별로 안민감한 애들 많음.,Racism,[5],['5']
산부인과 할배 의사 앞에서 가랑이 벌릴 때 흥분됐어?,SEXUAL,[11],"['1', '9']"
저런것들도 종교인이라고 더도말고 그냥 대깨들,Religion,[6],['6']
여기서 발작하는 애들 친구 없는 찐 티내는 거임 ㅋㅋ 걍 무시해,CENSURE,[1],"['1', '9']"
최고의 성형은 다이어트 정미애님이 입증했네요~ 웃는모습이 예쁜 미애씨 실물이 훨씬 예뻐요. 항상 응원합니다~^^,Appearance,[3],['3']
채식을 한다는 것도 자기 나름의 선택의 문제인거 아닌가,IMMORAL_NONE,[0],['1']
아니 당신 내 말이 말같지 않아?,VIOLENCE,[10],['1']
하튼 우리는 당신들과 다르지않아요 하면서 일반인 코스프레는 오지는데 좀만 지들 심사에 뒤틀리면 소수자라 공격당한다며 피해자 코스프레는 오지지,Gender,[8],"['1', '5']"
그렇게 싫으면 확죽여봐,VIOLENCE,[10],['1']
전라도사람들 참 반성 많이해야된다 ㅆㅂ,Origin,[7],"['1', '7']"
ㅋㅋㅋㅋ 정게분리 해놨는데이젠 내정간섭도 해야하노짱깨새끼들이랑 다른게 뭐지 ㅋㅋㅋㅋ,Racism,[5],['5']
부친 후팔새끼,profanity,[2],"['1', '5']"
아니시발 현실에선 머구니 창원이니 이딴곳 어디붙어있는지도 모르는사람들이 대부분인데;; 제발 서울 부산빼고는 동네이름 쓰지마진짜 특히 대구개새끼들보면 일부러지들동네 홍보하고싶어함ㅡㅡ,Origin,[7],['0']
"일단 주작티 존나 나고 알바도 씨발 존나 암유발이네돈까스 시킬때 밥좀 많이 달라 할수도 있지. 그럼 ""네""하고 그냥 원래주던대로만 주면 되지. ""규정상 밥의 양은 정해져 있으며..씨불렁씨불렁""나같아도 존나 열받겠다.내가 사장이면 저 알바부터 짜름",profanity,[2],['4']
홍윤화는 목표가 30kg 이 아니라 50kg은 빼야 어느정도 드레스가 맞을꺼 같은데.......ㅋㅋㅋ세상 저렇게 뚱뚱한 신부 처음ㅋㅋㅋ,Appearance,[3],"['1', '3']"
